转换注：
该NPK辞典条目格式根据COLG精灵-传说纯手动改编
用于恋恋のEx的NPK辞典中查询使用
若有补充，请联系原作者，并通过原作者联系我进行修订（也可以自己修订）
BY-乘着歌声的翅膀2018.6.19
--------------------------------------------------------
使用方法：
在恋恋のEx的输出目录（默认为软件同目录下的output文件夹下），
找到npkdict.txt，将此文件替换即可。
恋恋のEx的NPK辞典可在主界面中特殊工具菜单中找到。
--------------------------------------------------------
原作者注：
有什么代码可以提供，我QQ是1289309989，论坛名称：精灵-传说
也欢迎加入补丁群进行讨论，群号334906062，
代码表持续更新中
更新于2018.6.19
--------------------------------------------------------
sprite_character_demonicswordsman.NPK,(黑暗武士)空的
sprite_map_cataclysm_snow_mountain_snow_mountain_high_object.NPK,斯卡萨之巢
sprite_map_cataclysm_snow_mountain_snow_mountain_high_background.NPK,斯卡萨之巢
sprite_map_cataclysm_snow_mountain_innet_cave_bright_tile.NPK,冰雪宫殿
sprite_map_cataclysm_snow_mountain_innet_cave_bright_pathgate.NPK,冰雪宫殿
sprite_map_cataclysm_snow_mountain_innet_cave_bright_object.NPK,冰雪宫殿
sprite_map_cataclysm_snow_mountain_innet_cave_bright_background.NPK,冰雪宫殿
sprite_map_cataclysm_snow_mountain_inner_cave_dark_tile.NPK,冰雪宫殿
sprite_map_cataclysm_snow_mountain_inner_cave_dark_pathgate.NPK,利库天井
sprite_map_cataclysm_snow_mountain_inner_cave_dark_object.NPK,利库天井
sprite_map_cataclysm_snow_mountain_inner_cave_dark_background.NPK,利库天井
sprite_map_cataclysm_snow_mountain_bwanga_background.NPK,布万加的修炼场的背景
sprite_map_cataclysm_skytower_towerroad_pathgate.NPK,暗黑城和艾尔文防线的门
sprite_map_cataclysm_skytower_towerroad.NPK,天空之城（3D模型）
sprite_map_cataclysm_skytower_tower_of_golem_tile.NPK,石巨人塔
sprite_map_cataclysm_skytower_tower_of_golem_pathgate.NPK,石巨人塔
sprite_map_cataclysm_skytower_tower_of_golem_object.NPK,石巨人塔
sprite_map_cataclysm_skytower_tower_of_golem_background.NPK,石巨人塔
sprite_map_cataclysm_skytower_palace_of_lord_tile.NPK,城主宫殿
sprite_map_cataclysm_skytower_palace_of_lord_object.NPK,城主宫殿
sprite_map_cataclysm_skytower_palace_of_lord_object_magic_circle.NPK,黑色噩梦-城主宫殿任务
sprite_map_cataclysm_skytower_hall_of_doll_tile.NPK,人偶玄关
sprite_map_cataclysm_skytower_hall_of_doll_pathgate.NPK,人偶玄关
sprite_map_cataclysm_skytower_hall_of_doll_object.NPK,人偶玄关
sprite_map_cataclysm_skytower_hall_of_doll_background.NPK,人偶玄关
sprite_map_cataclysm_skytower_floating_castle_pathgate.NPK,悬空城
sprite_map_cataclysm_skytower_draconiantower_tile.NPK,龙人之塔
sprite_map_cataclysm_skytower_draconiantower_pathgate.NPK,龙人之塔
sprite_map_cataclysm_skytower_draconiantower_object.NPK,龙人之塔
sprite_map_cataclysm_skytower_draconiantower_background.NPK,龙人之塔
sprite_map_cataclysm_skytower_dark_enterance_tile.NPK,黑暗玄廊
sprite_map_cataclysm_skytower_dark_enterance_pathgate.NPK,黑暗玄廊
sprite_map_cataclysm_skytower_dark_enterance_object.NPK,黑暗玄廊
sprite_map_cataclysm_northmyre_town_of_doubt_tile.NPK,疑惑之村
sprite_map_cataclysm_northmyre_town_of_doubt_pathgate.NPK,疑惑之村
sprite_map_cataclysm_northmyre_town_of_doubt_object.NPK,疑惑之村
sprite_map_cataclysm_northmyre_town_of_doubt_background.NPK,疑惑之村
sprite_map_cataclysm_northmyre_grozny_pathgate.NPK,绿都格罗兹尼
sprite_map_cataclysm_northmyre_grozny_nearforest_tile.NPK,绿都格罗兹尼
sprite_map_cataclysm_northmyre_grozny_nearforest_object.NPK,绿都格罗兹尼
sprite_map_cataclysm_northmyre_grozny_nearforest_background.NPK,绿都格罗兹尼
sprite_map_cataclysm_northmyre_grozny_inside_tile.NPK,绿都格罗兹尼
sprite_map_cataclysm_northmyre_grozny_inside_object.NPK,绿都格罗兹尼
sprite_map_cataclysm_northmyre_grozny_deepforest_tile.NPK,绿都格罗兹尼
sprite_map_cataclysm_northmyre_grozny_deepforest_object.NPK,绿都格罗兹尼
sprite_map_cataclysm_northmyre_grozny_deepforest_background.NPK,绿都格罗兹尼
sprite_map_cataclysm_northmyre_bloodfly_tile.NPK,血蝴蝶之舞
sprite_map_cataclysm_northmyre_bloodfly_pathgate.NPK,血蝴蝶之舞
sprite_map_cataclysm_northmyre_bloodfly_object.NPK,血蝴蝶之舞
sprite_map_cataclysm_northmyre_bloodfly_background.NPK,血蝴蝶之舞
sprite_map_cataclysm_northmyre_astray_thief_tile.NPK,堕落的盗贼
sprite_map_cataclysm_northmyre_astray_thief_pathgate.NPK,堕落的盗贼
sprite_map_cataclysm_northmyre_astray_thief_object.NPK,堕落的盗贼
sprite_map_cataclysm_northmyre_astray_thief_background.NPK,堕落的盗贼
sprite_map_cataclysm_noireferra_kings_ruin_tile.NPK,王的遗迹
sprite_map_cataclysm_noireferra_kings_ruin_pathgate.NPK,王的遗迹
sprite_map_cataclysm_noireferra_kings_ruin_object.NPK,王的遗迹
sprite_map_cataclysm_noireferra_kings_ruin_background.NPK,王的遗迹
sprite_map_cataclysm_lorien_lorien_inside_tile.NPK,洛兰
sprite_map_cataclysm_lorien_lorien_inside_pathgate.NPK,洛兰
sprite_map_cataclysm_lorien_lorien_inside_object.NPK,洛兰
sprite_map_cataclysm_lorien_lorien_inside_background.NPK,洛兰
sprite_map_cataclysm_granflores_thunderland_tile.NPK,雷鸣废墟
sprite_map_cataclysm_granflores_thunderland_pathgate.NPK,雷鸣废墟
sprite_map_cataclysm_granflores_thunderland_object.NPK,雷鸣废墟
sprite_map_cataclysm_granflores_thunderland_background.NPK,雷鸣废墟
sprite_map_cataclysm_granflores_poison_thunderland_tile.NPK,猛毒雷鸣废墟
sprite_map_cataclysm_granflores_poison_thunderland_pathgate.NPK,猛毒雷鸣废墟
sprite_map_cataclysm_granflores_poison_thunderland_object.NPK,猛毒雷鸣废墟
sprite_map_cataclysm_granflores_poison_thunderland_background.NPK,猛毒雷鸣废墟
sprite_map_cataclysm_granflores_mirkwood_tile.NPK,幽暗密林
sprite_map_cataclysm_granflores_mirkwood_pathgate.NPK,幽暗密林
sprite_map_cataclysm_granflores_mirkwood_object.NPK,幽暗密林
sprite_map_cataclysm_granflores_mirkwood_background.NPK,幽暗密林
sprite_map_cataclysm_granflores_grakqarak_tile.NPK,格拉卡
sprite_map_cataclysm_granflores_grakqarak_pathgate.NPK,格拉卡
sprite_map_cataclysm_granflores_grakqarak_object.NPK,格拉卡
sprite_map_cataclysm_granflores_grakqarak_background.NPK,格拉卡
sprite_map_cataclysm_granflores_frost_mirkwood_tile.NPK,冰霜幽暗密林
sprite_map_cataclysm_granflores_frost_mirkwood_pathgate.NPK,冰霜幽暗密林
sprite_map_cataclysm_granflores_frost_mirkwood_object.NPK,冰霜幽暗密林
sprite_map_cataclysm_granflores_frost_mirkwood_background.NPK,冰霜幽暗密林
sprite_map_cataclysm_granflores_dark_thunderland_tile.NPK,暗黑雷鸣废墟
sprite_map_cataclysm_granflores_dark_thunderland_pathgate.NPK,暗黑雷鸣废墟
sprite_map_cataclysm_granflores_dark_thunderland_object.NPK,暗黑雷鸣废墟
sprite_map_cataclysm_granflores_dark_thunderland_background.NPK,暗黑雷鸣废墟
sprite_map_cataclysm_granflores_dark_thunderland_object_magic_circle.NPK,黑色噩梦-格兰之森
sprite_map_cataclysm_behemoth_white_night_tile.NPK,极昼
sprite_map_cataclysm_behemoth_white_night_pathgate.NPK,极昼
sprite_map_cataclysm_behemoth_white_night_object.NPK,极昼
sprite_map_cataclysm_behemoth_white_night_background.NPK,极昼
sprite_map_cataclysm_behemoth_egg_night.NPK,极昼
sprite_map_cataclysm_behemoth_outer_wall_tile.NPK,神殿外围
sprite_map_cataclysm_behemoth_outer_wall_pathgate.NPK,神殿外围
sprite_map_cataclysm_behemoth_outer_wall_object.NPK,神殿外围
sprite_map_cataclysm_behemoth_outer_wall_background.NPK,神殿外围
sprite_map_cataclysm_behemoth_dendroid_jungle_tile.NPK,树精丛林
sprite_map_cataclysm_behemoth_dendroid_jungle_pathgate.NPK,树精丛林
sprite_map_cataclysm_behemoth_dendroid_jungle_object.NPK,树精丛林
sprite_map_cataclysm_behemoth_dendroid_jungle_background.NPK,树精丛林
sprite_map_cataclysm_behemoth_dark_hell_tile.NPK,炼狱
sprite_map_cataclysm_behemoth_dark_hell_pathgate.NPK,炼狱
sprite_map_cataclysm_behemoth_dark_hell_object.NPK,炼狱
sprite_map_cataclysm_behemoth_dark_hell_background.NPK,炼狱
sprite_map_cataclysm_behemoth_blood_hel_tile.NPK,天帷禁地
sprite_map_cataclysm_behemoth_blood_hel_pathgate.NPK,天帷禁地
sprite_map_cataclysm_behemoth_blood_hel_object.NPK,天帷禁地
sprite_map_cataclysm_behemoth_blood_hel_background.NPK,天帷禁地
sprite_map_cataclysm_behemoth_2nd_spine_tile.NPK,第二脊椎
sprite_map_cataclysm_behemoth_2nd_spine_pathgate.NPK,第二脊椎
sprite_map_cataclysm_behemoth_2nd_spine_object.NPK,第二脊椎
sprite_map_cataclysm_behemoth_2nd_spine_background.NPK,第二脊椎
sprite_map_cataclysm_behemoth_1st_spint_tile.NPK,第一脊椎
sprite_map_cataclysm_behemoth_1st_spint_pathgate.NPK,第一脊椎
sprite_map_cataclysm_behemoth_1st_spint_object.NPK,第一脊椎
sprite_map_cataclysm_behemoth_1st_spint_effect.NPK,第一脊椎
sprite_map_cataclysm_behemoth_1st_spint_background.NPK,第一脊椎
sprite_map_cataclysm_awakening.NPK,一觉任务神秘区域
sprite_map_cataclysm_alflaylah_underfoot_outskirts_tile.NPK,暗黑城-副本
sprite_map_cataclysm_alflaylah_underfoot_outskirts_object.NPK,暗黑城-副本
sprite_map_cataclysm_alflaylah_underfoot_outskirts_background.NPK,暗黑城-副本
sprite_map_cataclysm_alflaylah_underfoot_enterance_tile.NPK,暗黑城入口
sprite_map_cataclysm_alflaylah_underfoot_enterance_pathgate.NPK,暗黑城入口
sprite_map_cataclysm_alflaylah_underfoot_enterance_object.NPK,暗黑城入口
sprite_map_cataclysm_alflaylah_underfoot_enterance_background.NPK,暗黑城入口
sprite_map_cataclysm_alflaylah_tomb_of_the_heroes.NPK,英雄冢-棺材
sprite_map_cataclysm_alflaylah_spider_cave_tile.NPK,蜘蛛洞穴
sprite_map_cataclysm_alflaylah_spider_cave_pathgate.NPK,蜘蛛洞穴
sprite_map_cataclysm_alflaylah_spider_cave_object.NPK,蜘蛛洞穴
sprite_map_cataclysm_alflaylah_spider_cave_background.NPK,蜘蛛洞穴
sprite_map_cataclysm_alflaylah_shallow_keep_tile.NPK,浅析之地
sprite_map_cataclysm_alflaylah_shallow_keep_pathgate.NPK,浅析之地
sprite_map_cataclysm_alflaylah_shallow_keep_object.NPK,浅析之地
sprite_map_cataclysm_alflaylah_shallow_keep_background.NPK,浅析之地
sprite_map_cataclysm_alflaylah_lava_cave_pathgate.NPK,熔岩穴
sprite_map_cataclysm_alflaylah_lava_cave_object.NPK,熔岩穴
sprite_map_cataclysm_alflaylah_darkelfcemetary_tile.NPK,暗精灵墓地
sprite_map_cataclysm_alflaylah_darkelfcemetary_pathgate.NPK,暗精灵墓地
sprite_map_cataclysm_alflaylah_darkelfcemetary_object.NPK,暗精灵墓地
sprite_map_cataclysm_alflaylah_darkelfcemetary_background.NPK,暗精灵墓地
sprite_interface2_ui_warpportal.NPK,频道？
sprite_interface2_worldmap_step_1(town).NPK,地图
sprite_interface2_worldmap_step_2(area).NPK,大地图
sprite_interface2_worldmap_step_2(area)_arad.NPK,大地图地块（阿拉德）
sprite_interface2_worldmap_step_2(area)_heaven.NPK,大地图地块（天界）
sprite_interface2_worldmap_step_3(world).NPK,魔界-大地图
sprite_interface2_storydigest.NPK,副本进入时的插图
sprite_interface2_selectdungeon_ver2_ringofcirculation.NPK,副本的框
sprite_interface2_selectdungeon_ver2_powerstationex.NPK,副本选择界面1
sprite_interface2_moonlighttavern.NPK,月光小酒馆
sprite_interface2_guidesystem.NPK,游戏指南
sprite_interface2_epicproduction.NPK,史诗武器制作界面
sprite_interface2_dungeon.NPK,未知
sprite_interface2_dock_areaposition_text.NPK,城镇名字
sprite_interface2_dock_areaposition_cutscene.NPK,城镇小图片
sprite_interface2_dock_areaposition.NPK,城镇小图标
sprite_interface2_dock.NPK,地图界面（瞬间移动药剂用？）
sprite_interface2_community.NPK,社交（选择角色界面？）
sprite_interface2_buffswitching.NPK,buff换装界面
sprite_interface_emoticon_cataclysm.NPK,心情
sprite_monster_cataclysm_newtutorial_thief_f.NPK,暗夜新手教程-怪物
sprite_monster_cataclysm_newtutorial_mage_f_kashpa_combatant.NPK,魔法师新手教程-怪物
sprite_monster_cataclysm_newtutorial_gunner_f.NPK,神枪手新手教程-怪物
sprite_monster_cataclysm_newtutorial_fighter_f_lightmonk.NPK,格斗家新手教程-怪物
sprite_monster_cataclysm_newtutorial_atfighter_forest_bandit.NPK,男格斗新手教程-怪物
sprite_monster_cataclysm_firstawakening_vincent.NPK,男法师新手任务-apc
sprite_monster_cataclysm_firstawakening_mage_m.NPK,男法师新手任务-apc
sprite_monster_cataclysm_firstawakening_tenten.NPK,女法师新手任务-apc
sprite_monster_cataclysm_firstawakening_priest_f.NPK,女圣职新手任务-apc
sprite_monster_cataclysm_firstawakening_mam.NPK,女格斗新手任务-apc
sprite_monster_cataclysm_firstawakening_gym_friend.NPK,男格斗新手任务-apc
sprite_monster_cataclysm_firstawakening_gunner_m.NPK,神枪手新手任务-apc
sprite_map_cataclysm_newtutorial_thief_f.NPK,暗夜-新手教程
sprite_map_cataclysm_newtutorial_swordman_m.NPK,鬼剑士-新手教程
sprite_map_cataclysm_newtutorial_mage_f_tile.NPK,魔法师-新手教程
sprite_map_cataclysm_newtutorial_mage_f.NPK,魔法师-新手教程
sprite_map_cataclysm_newtutorial_knight_f.NPK,守护者-新手教程
sprite_map_cataclysm_newtutorial_gunner_m.NPK,神枪手-新手教程
sprite_map_cataclysm_newtutorial_gunner_f.NPK,神枪手-新手教程
sprite_map_cataclysm_newtutorial_fighter_f_bamboo.NPK,格斗家-新手教程
sprite_map_cataclysm_newtutorial_demoniclancer_tile.NPK,魔枪-新手教程
sprite_map_cataclysm_newtutorial_demoniclancer_object.NPK,魔枪-新手教程
sprite_map_cataclysm_newtutorial_demoniclancer_background.NPK,魔枪-新手教程
sprite_map_cataclysm_newtutorial_atswordman_tile.NPK,女鬼剑-新手教程
sprite_map_cataclysm_newtutorial_atswordman_background.NPK,女鬼剑-新手教程
sprite_map_cataclysm_newtutorial_atswordman.NPK,女鬼剑-新手教程
sprite_monster_cataclysm_skytower.NPK,起源-apc（卡拉卡斯）
sprite_monster_cataclysm_act4_shaphron.NPK,暗精灵长老-夏普伦（起源版）apc
sprite_monster_cataclysm_act4_meia.NPK,暗精灵女王（起源版）apc
sprite_monster_act8_chorong.NPK,小灯笼apc
sprite_monster_cataclysm_act12_roters01.NPK,次元裂缝：异界的强者-紫色罗特斯
sprite_monster_cataclysm_act12_roters00.NPK,转移后-罗特斯（不清楚是否用于次元裂缝：异界的强者）
sprite_monster_cataclysm_act6_scasa_effect_landing.NPK,新版斯卡萨特效
sprite_monster_cataclysm_act6_scasa_effect_earthquake.NPK,新版斯卡萨特效
sprite_monster_cataclysm_act6_scasa_effect.NPK,新版斯卡萨特效
sprite_monster_cataclysm_act4_marve.NPK,暗精灵
sprite_monster_cataclysm_act4_darkelf_warrior.NPK,暗精灵弓箭手
sprite_monster_cataclysm_act4_darkelf_highwarrior.NPK,暗精灵战士
sprite_monster_cataclysm_act3_lenny.NPK,雷尼（死）
sprite_monster_cataclysm_abnova_redcrystal_forest_rascalbero.NPK,起源版-炽晶森林怪物-拉巴之魂
sprite_monster_cataclysm_abnova_redcrystal_forest_flamewing_ael.NPK,起源版-炽晶森林怪物-火焰翼
sprite_monster_cataclysm_abnova_redcrystal_forest_blazingwolf.NPK,起源版-炽晶森林怪物-炽烈的狼
sprite_monster_cataclysm_abnova_icecrystal_forest_frozenwolf.NPK,起源版-冰晶森林-冻结的狼
sprite_monster_cataclysm_abnova_icecrystal_forest_frozen_snake.NPK,起源版-冰晶森林-冻结的蛇
sprite_creature_chn_2018_april_day.NPK,愚人节礼包-安图妮宠物
sprite_creature_chn_2017battleship.npk,2017国庆舰船地下城-机器人
sprite_creature_chn_2018_spring_festival_powwow_half_fox.npk,2018春节宠物-火狐
sprite_creature_chn_2018_spring_festival_powwow_half_fox_overskill.NPK,2018春节宠物-火狐
sprite_creature_chn_2018_spring_festival_special_powwow_half_fox.NPK,2018春节隐藏宠物-火狐
sprite_creature_chn_2018_spring_festival_special_powwow_half_fox_overskill.NPK,2018春节隐藏宠物-火狐
sprite_creature_chn_2018_spring_festival_special_wizard_half_rabbit.NPK,2018春节隐藏宠物-雪兔
sprite_creature_chn_2018_spring_festival_special_wizard_half_rabbit_overskill.NPK,2018春节隐藏宠物-雪兔
sprite_creature_chn_2018_spring_festival_wizard_half_rabbit.NPK,2018春节宠物-雪兔
sprite_creature_chn_2018_spring_festival.NPK,2018春节宠物-雪兔
sprite_creature_chn_2018_spring_festival_wizard_half_rabbit_overskill.NPK,2018春节宠物-雪兔
sprite_creature_2017newyear_dragonmage.NPK,2017春节宠物-艾丽斯
sprite_creature_2017newyear_dragonknight.NPK,2017春节宠物-克里斯
sprite_creature_2017summer.NPK,2017夏日宠物
sprite_interface2_event_chn_event_2018_180208_jealousy_tog.NPK,吃醋的吞噬魔
sprite_map_event_chn_seriaroom_summer_deco.NPK,水族馆活动（愚人节城镇和登录界面里的鱼）
sprite_monster_event_chn_april_foolsday_2018_change_fishman.NPK,鱼人明星-变身以及图标
sprite_monster_event_chn_april_foolsday_2018_change_fishman_icon.NPK,鱼人明星-变身以及图标
sprite_map_event_chn_april_foolsday_2018_piano.NPK,鱼人明星
sprite_map_event_chn_april_foolsday_2018_piano_ui_slot.NPK,鱼人明星-绝对音感
sprite_interface2_comiccut_chn_event_comiccut_chn_april_foolsday_2018.NPK,鱼人明星-漫画
sprite_map_event_chn_april_foolsday_2018_town.NPK,鱼人梦工厂-城镇
sprite_character_gunner_effect_supernova.NPK,三神器闪光
sprite_interface2_event_chn_event_2018_180510_twentieth_may_day_event.NPK,心动表白季
sprite_interface2_event_chn_event_2018_180426_new_king_of_pick.NPK,荒野寻宝
sprite_interface2_event_chn_event_2018_180426_laborday_attendance_event.NPK,牧童的每日礼盒
sprite_interface2_event_chn_event_2018_180405_weekly_gift_event.NPK,欢乐劳动节
sprite_interface2_event_chn_event_2018_180405_plant_tree_event.NPK,种树活动
sprite_interface2_event_chn_event_2018_180322_legendary_dungeon_event.NPK,艾肯你我他
sprite_interface2_event_chn_event_2018_180322_hellpartyliver_title.NPK,深渊养肝称号
sprite_interface2_event_chn_event_2018_180322_hellpartyliver.NPK,深渊养肝
sprite_interface2_event_chn_event_2018_180308_rose_to_nornir_npc.NPK,诺尔妮宠物
sprite_interface2_event_chn_event_2018_180308_rose_to_nornir.NPK,你的玫瑰我的心
sprite_interface2_event_chn_event_2017_180405_sd_creature_fighter_sd_creature_,迷你宠物大乱斗宠物
sprite_monster_dimensioncrack_system_passionstep.NPK,新异界·角色脚下的光环
sprite_map_event_2018_gunblader.NPK,枪剑士前瞻活动-副本的置物
sprite_item_title_event_chn_prmodel_event_180607.NPK,蔡依林称号
sprite_interface2_event_chn_event_2018_180607_ready_to_gunblader.NPK,枪剑士之隐秘往事NPC·内容
sprite_monster_cataclysm_newtutorial_gunblader_m.NPK,用途未知（男法师）
sprite_map_event_chn_10th_town_deco_town_05_hendonmyre_tile.NPK,十周年·赫顿玛尔
sprite_map_event_chn_10th_town_deco_town_05_hendonmyre_object.NPK,十周年·赫顿玛尔
sprite_map_event_chn_10th_town_deco_town_05_hendonmyre_background.NPK,十周年·赫顿玛尔
sprite_map_event_chn_10th_town_deco_town_06_west_coast_tile.NPK,十周年·西海岸
sprite_map_event_chn_10th_town_deco_town_06_west_coast_object.NPK,十周年·西海岸
sprite_map_event_chn_10th_town_deco_town_06_west_coast_background.NPK,十周年·西海岸
sprite_map_event_chn_dream_house.NPK,赛丽亚的梦之小屋（十周年追忆）
sprite_map_event_chn_10th_town_deco.NPK,十周年·罐子灯
sprite_interface2_event_chn_event_2018_180619_honey_time.NPK,十周年累计在线
sprite_interface2_event_chn_event_2018_180619_gunblaber_levelup.NPK,枪剑士的冒险和奥康奈尔NPC
sprite_interface2_event_chn_event_2018_180619_takepicture.NPK,十周年NPC（男枪，男鬼剑，女格斗，女法师，圣职者五个）和插图
sprite_interface2_event_chn_event_2018_180619_town_deco.NPK,十周年NPC
sprite_interface2_event_chn_event_2018_180619_dnf_smarty.NPK,十周年·称号
sprite_interface2_event_chn_event_2018_180619_lions10th.NPK,十周年·瑞狮小游戏
sprite_character_common_chn_11thrare_effect.NPK,国服原创天11特效
sprite_map_gcontents_180619_fiendwar_town.NPK,超时空之战城镇·最后防线
